X,Y,Id,gridcode,Shape_Length,Shape_Area
-77.4399315643679,37.5339145330503,1,1,0.0099174007361853,6.07164491106782e-07
-77.4391096062256,37.5268133768973,2,4,0.0325549458951855,1.5723817263767e-06
-77.4224278907143,37.5073289183847,3,19,0.0303450902978284,2.76150902453771e-05
-77.4262142899794,37.4907285257662,4,35,0.0303450902963505,2.60485187054671e-05
-77.3918941545496,37.388495254857,5,271,0.00021559566846463,2.17881995201866e-09
-77.3917998314448,37.3884683053984,6,271,0.000107797834175472,7.26273315807653e-10
-77.3920423765715,37.3883335581059,7,271,0.000107797834175472,7.26273315807653e-10
-77.3918806798204,37.388387457023,8,271,0.00134747292622706,2.75983859470743e-08
-77.3923927195323,37.3882527097304,9,271,0.000107797834175472,7.26273315807653e-10
-77.391759407257,37.3882257602718,10,271,0.000161696751320051,1.452546636211e-09
-77.3917189830692,37.3878215183939,11,271,0.000107797834402845,7.26273318871452e-10
-77.3635298494536,37.3878215183939,12,279,0.000107797834289158,7.26273317339553e-10
-77.3915977105059,37.3877406700184,13,271,0.000161696751206364,1.45254663008341e-09
-77.3631795064927,37.3877137205598,14,279,0.000107797834516532,7.26273320403351e-10
-77.3921366993337,37.3879966637064,15,271,0.0100251985726345,3.94366409876924e-07
-77.3626539917089,37.3864066456535,16,279,0.0196731047225285,8.40588734445221e-06
-77.3084855800765,37.3802083225289,17,360,0.000323393502185354,3.63136656984687e-09
-77.3134038565997,37.379898377588,18,293,0.000107797834061785,7.26273314275754e-10
-77.3084721056898,37.3796827819197,19,360,0.000107797834061785,7.26273314275754e-10
-77.3086877013581,37.379386337876,20,360,0.000107797834061785,7.26273314275754e-10
-77.3086607518995,37.3791707422078,21,360,0.000107797834061785,7.26273314275754e-10
-77.308633802441,37.3791437927493,22,360,0.000107797833948098,7.26273312743855e-10
-77.3087011760873,37.3790898938323,23,360,0.000646787004711769,8.71527977437285e-09
-77.3077714197682,37.3797496555661,24,360,0.0246318050895979,1.45908308925317e-06
-77.3070976833051,37.3788742981641,25,360,0.000269494585040775,2.90509325403922e-09
-77.3070303096588,37.3788473487056,26,360,0.000269494585040775,2.90509325710302e-09
-77.3128513927,37.3821351826454,27,293,0.0333095307337317,1.20583158442627e-05
-77.3538819433021,37.3748857783027,28,467,0.000323393502185354,3.63136656984687e-09
-77.3552833151454,37.3739964461713,29,467,0.000107797833948098,7.26273312743855e-10
-77.3548386490797,37.3710859046508,30,467,0.000161696751320051,1.45254663161531e-09
-77.3548790732675,37.3710589551923,31,467,0.000107797834289158,7.26273317339553e-10
-77.3549868711016,37.3727303216207,32,467,0.039831299698676,1.17133360197627e-05
-77.3586250480022,37.3685526555495,33,507,0.000107797833720724,7.26273309680056e-10
-77.3581669072074,37.3693746140345,34,507,0.0111570758280095,1.71400502276464e-06
-77.3592718350068,37.3680810400254,35,507,0.000161696751092677,1.45254663008341e-09
-77.3592987844654,37.3680406158376,36,507,0.000107797834289158,7.26273317339553e-10
-77.3696069523506,37.3670569867695,37,533,0.0101329964052184,1.66171334409543e-06
-77.2757824125008,37.3349466807707,38,756,0.000107797834175472,7.26273315807653e-10
-77.2755263926448,37.334812433478,39,756,0.000646787004598082,1.16203730360716e-08
-77.275485968457,37.3347310851024,40,756,0.000107797833948098,7.26273312743855e-10
-77.2763348764005,37.3338417529712,41,756,0.000161696751092677,1.45254662701961e-09
-77.2763753005882,37.3338148035127,42,756,0.000107797833948098,7.26273312743855e-10
-77.2763348767431,37.3337474036985,43,756,0.000215595668578317,2.17881994895486e-09
-77.2764022500468,37.3337205065757,44,756,0.000269494585381835,2.90509325710302e-09
-77.2762136038371,37.3342729443075,45,756,0.0119116606666694,3.79840943629706e-07
-77.3094153367381,37.3253526735362,46,795,0.000107797833720724,7.26273309680056e-10
-77.3095231345723,37.3252718251606,47,795,0.000107797834516532,7.26273320403351e-10
-77.3091458421529,37.3251370778681,48,795,0.000107797834061785,7.26273314275754e-10
-77.3096309324063,37.3250966536803,49,795,0.000161696751206364,1.45254662855151e-09
-77.3095770334893,37.325083178951,50,795,0.000107797834402845,7.26273318871452e-10
-77.3097926291575,37.3250562294925,51,795,0.000107797834061785,7.26273314275754e-10
-77.3099812753672,37.3248675832828,52,795,0.000107797834516532,7.26273320403351e-10
-77.3094153367381,37.3248136843657,53,795,0.000107797833834411,7.26273311211955e-10
-77.3092805894456,37.3247597854487,54,795,0.000107797834175472,7.26273315807653e-10
-77.3097926291575,37.3247333359903,55,795,0.000485090253505405,5.81018652186553e-09
-77.3096578818649,37.3248810580121,56,795,0.00231765343312418,4.0671305617825e-08
-77.3102238204939,37.3245980886977,57,795,0.000107797833948098,7.26273312743855e-10
-77.3101968710354,37.3244363919465,58,795,0.000215595668237256,2.17881994435916e-09
-77.3108032338522,37.3241129984442,59,795,0.000161696751092677,1.45254662701961e-09
-77.3067742898029,37.3241129984442,60,795,0.000107797834061785,7.26273314275754e-10
-77.3106550118303,37.3240865489857,61,795,0.00102407942426908,2.03356528257634e-08
-77.3103316186706,37.3239916997128,62,795,0.000646787004257021,7.9890064386505e-09
-77.3096848313234,37.323843503859,63,795,0.000107797834061785,7.26273314275754e-10
-77.309711780782,37.3238165544005,64,795,0.000107797834061785,7.26273314275754e-10
-77.309765679699,37.3238699533175,65,795,0.00188646209642229,3.84924856688702e-08
-77.3065047952176,37.3236009587322,66,795,0.000107797834061785,7.26273314275754e-10
-77.3066395425102,37.3231562926666,67,795,0.000161696751433738,1.45254663467911e-09
-77.3066125930517,37.3231158684787,68,795,0.000107797833948098,7.26273312743855e-10
-77.3078926923316,37.3241264993414,69,795,0.0554619856417276,4.60602536199229e-06
-77.0959756252314,37.3039817529271,70,983,0.000215595668237256,2.17881994435916e-09
-77.0956926559168,37.300842141009,71,1046,0.000215595667896196,2.90509325097542e-09
-77.0961238475959,37.3029172231474,72,983,0.014229314100362,1.00806736075398e-06
-77.0953018891109,37.3007074198844,73,1046,0.0204276895607336,1.14097537741963e-06
-77.2612027554395,37.298214568803,74,1129,0.000107797834061785,7.26273314275754e-10
-77.1625407877847,37.2979181247593,75,1121,0.000107797833948098,7.26273312743855e-10
-77.2610275843017,37.2979316256565,76,1129,0.00576718412378341,3.68220570504784e-07
-77.2603403727668,37.2976216807156,77,1129,0.000107797834175472,7.26273315807653e-10
-77.1631067264136,37.2975408323399,78,1121,0.000107797834175472,7.26273315807653e-10
-77.1323573942382,37.2972982872132,79,1141,0.000107797833948098,7.26273312743855e-10
-77.1323304447797,37.2972713377547,80,1141,0.000107797833948098,7.26273312743855e-10
-77.1634570693744,37.2977564280081,81,1121,0.0108875812435372,1.12572363777848e-06
-77.1642116542131,37.2970287926279,82,1121,0.000538989170763671,9.4415530993719e-09
-77.1302822859319,37.2971505651913,83,1141,0.0127740433404142,1.55785626008199e-06
-77.0203823940728,37.2933097673518,84,1259,0.00840823105977506,1.40316004408305e-06
-77.0242092171831,37.2909112655431,85,1441,0.000107797834061785,7.26273314275754e-10
-77.0243304897464,37.2909382150016,86,1441,0.00199425993048408,4.06713056270164e-08
-77.0228482695276,37.2906148214993,87,1441,0.00037729241910256,5.08391319686648e-09
-77.0226865727765,37.2905609225824,88,1441,0.000215595668123569,2.17881994435916e-09
-77.0227404716936,37.2905204983945,89,1441,0.000215595668350943,2.90509326323061e-09
-77.0239801467856,37.290695669875,90,1441,0.0084621299755554,3.94366409978029e-07
-77.0225653002131,37.2904261752897,91,1441,0.00291054152023662,5.88281385053569e-08
-77.1687122134439,37.2838100570542,92,1636,0.0324471480612374,1.07800748102903e-05
-77.2812801020396,37.2808052185967,93,1861,0.000107797834061785,7.26273314275754e-10
-77.2812935767688,37.2807243702212,94,1861,0.000161696751547424,1.4525466392748e-09
-77.2812262031225,37.2806974207626,95,1861,0.000107797833834411,7.26273311211955e-10
-77.2809836579958,37.2805896229286,96,1861,0.000107797834289158,7.26273317339553e-10
-77.2809567085373,37.28056267347,97,1861,0.000107797834175472,7.26273315807653e-10
-77.391503387401,37.2805357240115,98,1896,0.000107797833948098,7.26273312743855e-10
-77.2809567085372,37.2808321680552,99,1861,0.0136903249306215,5.78839831850027e-07
-77.3913416906499,37.2801314821337,100,1896,0.000107797834061785,7.26273314275754e-10
-77.3913416906499,37.280050633758,101,1896,0.000107797834175472,7.26273315807653e-10
-77.3919076292789,37.2799158864655,102,1896,0.000107797834289158,7.26273317339553e-10
-77.3910182971476,37.2795924929632,103,1896,0.000107797834061785,7.26273314275754e-10
-77.3910856707939,37.2794846951291,104,1896,0.000161696751206364,1.45254663008341e-09
-77.3909643985732,37.2794712465678,105,1896,0.000700685921742661,8.71527979122374e-09
-77.3923118711567,37.2790265543343,106,1896,0.000107797834175472,7.26273315807653e-10
-77.3925139920957,37.2789187565002,107,1896,0.000161696751206364,1.45254663008341e-09
-77.3917728819863,37.2787840092076,108,1896,0.000215595668009883,2.17881993823156e-09
-77.3910452466061,37.2785953629978,109,1896,0.000107797833834411,7.26273311211955e-10
-77.3910721960646,37.2785145146223,110,1896,0.000107797834061785,7.26273314275754e-10
-77.393201203288,37.2781911211199,111,1896,0.000107797834061785,7.26273314275754e-10
-77.3917998314448,37.2781911211199,112,1896,0.000107797834061785,7.26273314275754e-10
-77.3918267809033,37.2781641716614,113,1896,0.000107797834061785,7.26273314275754e-10
-77.3934706975306,37.2781237213057,114,1896,0.000269494585495522,3.63136657750637e-09
-77.3928778097857,37.2781102727444,115,1896,0.000107797834289158,7.26273317339553e-10
-77.3933898494977,37.2780833232858,116,1896,0.000107797834061785,7.26273314275754e-10
-77.3929317087028,37.2777599297836,117,1896,0.000107797833948098,7.26273312743855e-10
-77.3936054451659,37.277679081408,118,1896,0.000107797834061785,7.26273314275754e-10
-77.3938210408341,37.2776521319495,119,1896,0.000107797834175472,7.26273315807653e-10
-77.394899019175,37.2773826373643,120,1896,0.000107797834175472,7.26273315807653e-10
-77.3942252827119,37.2766819514426,121,1896,0.000592888087567189,1.52517396243012e-08
-77.3951415643017,37.2766280525256,122,1896,0.000269494585040775,3.63136656678307e-09
-77.393147304371,37.2766011030671,123,1896,0.000107797833834411,7.26273311211955e-10
-77.3958422502234,37.2764933052329,124,1896,0.000107797834061785,7.26273314275754e-10
-77.3942926563582,37.2764259054188,125,1896,0.000646787004598082,1.30729196554317e-08
-77.3939018892096,37.2762777095648,126,1896,0.000107797834402845,7.26273318871452e-10
-77.3939827375852,37.2761968611892,127,1896,0.000107797834175472,7.26273315807653e-10
-77.3955458061796,37.2758465182284,128,1896,0.000107797834061785,7.26273314275754e-10
-77.3948855444458,37.2761564108336,129,1896,0.0118038628332897,9.33261209426466e-07
-77.3913821148377,37.2780563738273,130,1896,0.120679675268661,7.75587272803294e-06
-76.9934868344662,37.2712920597379,131,2136,0.00512039711998113,7.52419154046187e-07
-77.3629100119074,37.2703483286896,132,2092,0.0671580506412965,5.10374046449249e-05
-77.3805349577819,37.2510390416575,133,2697,0.00630617329386496,4.09618149519608e-07
-76.986992014962,37.2457973719747,134,2769,0.000592888087680876,1.3799192975835e-08
-76.9868168434816,37.2457709225161,135,2769,0.000215595668578317,2.17881995508246e-09
-76.9865069247086,37.245663124682,136,2769,0.000107797834175472,7.26273315807653e-10
-76.9862509048526,37.2452319333455,137,2769,0.0120733574179894,3.52242557638207e-07
-77.0127826467691,37.2435341174586,138,2794,0.000107797833834411,7.26273311211955e-10
-77.0127556973106,37.2434936932708,139,2794,0.00016169675097899,1.45254662701961e-09
-77.0139953724026,37.244019207712,140,2794,0.00727635380155789,7.97448099577241e-07
-77.40160943469,37.2350854883795,141,2891,0.0182717328794979,2.28776094138104e-06
-76.953844180978,37.230787023577,142,2912,0.000107797834061785,7.26273314275754e-10
-76.9540058780718,37.2303153818849,143,2912,0.00889332131350784,4.76435294531019e-07
-77.0792939104053,37.2205731787965,144,2966,0.000107797834061785,7.26273314275754e-10
